index,model,crystal_name,Oxy_site_label,Oxy_site_index,Oxy_vacancy_formation_energy,Oxy_vacancy_formation_energy_pre,test_elements_numbers
855,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2PbO4,O1,8,3.553008880000002,6.336836338043213,2
856,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2PbO4,O1,9,3.553008880000002,6.336836338043213,2
857,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,17,3.6097227600001904,4.947826385498047,2
858,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,18,3.6097227600001904,4.947826385498047,2
859,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,19,3.6097227600001904,4.947826385498047,2
860,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,20,3.6097227600001904,4.947826385498047,2
861,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,21,3.6097227600001904,4.947826385498047,2
862,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,22,3.6097227600001904,4.947826385498047,2
863,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,25,3.6097227600001904,4.947826385498047,2
864,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,26,3.6097227600001904,4.947826385498047,2
865,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,27,3.6097227600001904,4.947826385498047,2
866,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,28,3.6097227600001904,4.947826385498047,2
867,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,29,3.6097227600001904,4.947826385498047,2
868,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,30,3.6097227600001904,4.947826385498047,2
869,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,33,3.6097227600001904,4.947826385498047,2
870,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,34,3.6097227600001904,4.947826385498047,2
871,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,35,3.6097227600001904,4.947826385498047,2
872,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,36,3.6097227600001904,4.947826385498047,2
873,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,37,3.6097227600001904,4.947826385498047,2
874,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Pt3O8,O2,38,3.6097227600001904,4.947826385498047,2
875,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,16,4.069781789999874,5.600974082946777,2
876,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,17,4.069781789999874,5.600973606109619,2
877,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,18,4.069781789999874,5.600973606109619,2
878,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,19,4.069781789999874,5.600973606109619,2
879,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,20,4.069781789999874,5.600973606109619,2
880,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,21,4.069781789999874,5.600973606109619,2
881,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,22,4.069781789999874,5.600973606109619,2
882,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,23,4.069781789999874,5.600973606109619,2
883,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,30,4.069781789999874,5.600973606109619,2
884,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,31,4.069781789999874,5.600974082946777,2
885,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,32,4.069781789999874,5.600973606109619,2
886,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,33,4.069781789999874,5.600973606109619,2
887,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,34,4.069781789999874,5.600973606109619,2
888,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,35,4.069781789999874,5.600973606109619,2
889,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,36,4.069781789999874,5.600973606109619,2
890,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O1,37,4.069781789999874,5.600973606109619,2
891,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O2,24,4.13348798000005,5.598813533782959,2
892,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O2,25,4.13348798000005,5.598813533782959,2
893,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O2,38,4.13348798000005,5.598813056945801,2
894,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O2,39,4.13348798000005,5.598814010620117,2
895,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,26,4.228122869999774,5.520382881164551,2
896,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,27,4.228122869999774,5.520382881164551,2
897,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,28,4.228122869999774,5.520382881164551,2
898,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,29,4.228122869999774,5.520382881164551,2
899,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,40,4.228122869999774,5.520382881164551,2
900,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,41,4.228122869999774,5.520382881164551,2
901,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,42,4.228122869999774,5.520382881164551,2
902,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sb2O7,O3,43,4.228122869999774,5.520382881164551,2
903,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,12,6.737361099999939,6.669445991516113,2
904,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,13,6.737361099999939,6.669445991516113,2
905,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,14,6.737361099999939,6.669445991516113,2
906,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,15,6.737361099999939,6.669445991516113,2
907,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,16,6.737361099999939,6.669445991516113,2
908,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,17,6.737361099999939,6.6694464683532715,2
909,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,18,6.737361099999939,6.669445991516113,2
910,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O1,19,6.737361099999939,6.669445991516113,2
911,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O2,20,6.820182169999848,6.656683921813965,2
912,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O2,21,6.820182169999848,6.656683921813965,2
913,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O2,22,6.820182169999848,6.656683921813965,2
914,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O2,23,6.820182169999848,6.656683921813965,2
915,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O3,24,6.709661509999828,6.65457820892334,2
916,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O3,25,6.709661509999828,6.65457820892334,2
917,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O3,26,6.709661509999828,6.654577732086182,2
918,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SiO4,O3,27,6.709661509999828,6.654577255249023,2
919,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O1,10,4.639446959999996,6.565951824188232,2
920,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O1,11,4.639446959999996,6.565951824188232,2
921,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O1,18,4.639446959999996,6.565951824188232,2
922,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O1,19,4.639446959999996,6.565951347351074,2
923,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O2,12,5.08523029999993,6.615682601928711,2
924,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O2,13,5.08523029999993,6.615682601928711,2
925,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O2,20,5.08523029999993,6.615682601928711,2
926,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O2,21,5.08523029999993,6.615682601928711,2
927,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,14,4.95489638999994,6.532284259796143,2
928,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,15,4.95489638999994,6.532284259796143,2
929,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,16,4.95489638999994,6.532284259796143,2
930,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,17,4.95489638999994,6.532284259796143,2
931,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,22,4.95489638999994,6.532284259796143,2
932,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,23,4.95489638999994,6.532284259796143,2
933,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,24,4.95489638999994,6.532284259796143,2
934,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2Sn3O8,O3,25,4.95489638999994,6.532284259796143,2
935,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O1,6,5.337301699999793,5.490866661071777,2
936,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O1,7,5.337301699999793,5.490866661071777,2
937,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O1,8,5.337301699999793,5.490867614746094,2
938,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O1,9,5.337301699999793,5.490867614746094,2
939,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O2,10,5.522538049999989,5.361262321472168,2
940,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O2,11,5.522538049999989,5.361262798309326,2
941,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O2,12,5.522538049999989,5.361262321472168,2
942,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca2SnO4,O2,13,5.522538049999989,5.361262798309326,2
943,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,30,7.163984680000008,4.847032070159912,2
944,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,31,7.163984680000008,4.847032070159912,2
945,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,32,7.163984680000008,4.847032070159912,2
946,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,33,7.163984680000008,4.847032070159912,2
947,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,34,7.163984680000008,4.847032070159912,2
948,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,35,7.163984680000008,4.847032070159912,2
949,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,36,7.163984680000008,4.847032070159912,2
950,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,37,7.163984680000008,4.847032070159912,2
951,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,38,7.163984680000008,4.847032070159912,2
952,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,39,7.163984680000008,4.847032070159912,2
953,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,40,7.163984680000008,4.847032070159912,2
954,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,41,7.163984680000008,4.84703254699707,2
955,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,42,7.163984680000008,4.847032070159912,2
956,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,43,7.163984680000008,4.847032070159912,2
957,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,44,7.163984680000008,4.847032070159912,2
958,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,45,7.163984680000008,4.847032070159912,2
959,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,46,7.163984680000008,4.847032070159912,2
960,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,47,7.163984680000008,4.847032070159912,2
961,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,48,7.163984680000008,4.847032070159912,2
962,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,49,7.163984680000008,4.84703254699707,2
963,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,50,7.163984680000008,4.84703254699707,2
964,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,51,7.163984680000008,4.847032070159912,2
965,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,52,7.163984680000008,4.847032070159912,2
966,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,53,7.163984680000008,4.847032070159912,2
967,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,54,7.163984680000008,4.847032070159912,2
968,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,55,7.163984680000008,4.847032070159912,2
969,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,56,7.163984680000008,4.847032070159912,2
970,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,57,7.163984680000008,4.847032070159912,2
971,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,58,7.163984680000008,4.847032070159912,2
972,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,59,7.163984680000008,4.84703254699707,2
973,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,60,7.163984680000008,4.847032070159912,2
974,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,61,7.163984680000008,4.847032070159912,2
975,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,62,7.163984680000008,4.847032070159912,2
976,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,63,7.163984680000008,4.847032070159912,2
977,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,64,7.163984680000008,4.847032070159912,2
978,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3(BO3)2,O1,65,7.163984680000008,4.847032070159912,2
979,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O1,8,6.066155909999802,3.9276933670043945,2
980,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O1,11,6.066155909999802,3.9276931285858154,2
981,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O1,12,6.066155909999802,3.9276933670043945,2
982,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O1,15,6.066155909999802,3.9276931285858154,2
983,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O2,9,5.439625890000011,3.9028334617614746,2
984,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O2,10,5.439625890000011,3.9028334617614746,2
985,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O2,13,5.439625890000011,3.9028337001800537,2
986,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3CdO4,O2,14,5.439625890000011,3.902833938598633,2
987,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,24,6.798054189999968,6.72349739074707,2
988,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,25,6.798054189999968,6.72349739074707,2
989,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,27,6.798054189999968,6.72349739074707,2
990,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,32,6.798054189999968,6.72349739074707,2
991,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,34,6.798054189999968,6.72349739074707,2
992,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,35,6.798054189999968,6.72349739074707,2
993,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,36,6.798054189999968,6.72349739074707,2
994,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,37,6.798054189999968,6.72349739074707,2
995,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,39,6.798054189999968,6.7234978675842285,2
996,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,44,6.798054189999968,6.72349739074707,2
997,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,46,6.798054189999968,6.72349739074707,2
998,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,47,6.798054189999968,6.72349739074707,2
999,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,48,6.798054189999968,6.72349739074707,2
1000,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,49,6.798054189999968,6.72349739074707,2
1001,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,51,6.798054189999968,6.72349739074707,2
1002,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,56,6.798054189999968,6.72349739074707,2
1003,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,58,6.798054189999968,6.72349739074707,2
1004,.\result_GPU\split_by_elements_numbers\1\trainloss0.48145709119641217_testmaeloss1.3781289712146476_modeldict.pth,Ca3WO6,O1,59,6.798054189999968,6.7234978675842285,2
